seconds,connectivity,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,qdisc:qdisc_dequeue.1,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:consume_skb.1,skb:kfree_skb,skb:kfree_skb.1,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written,label
5.00974952,1,0,1,0,1,0,1,0,26,275228,341,0,8,2060,145839,4099,2,0,16267,11054,4745,5199,3123,2555,3156,189,7,299,299,252,1796,893,1274561,221,221,7,46,45,148139,148119,130,14,7,8,17,274680,138225,10,13,1030,1030,30,30,664,0,8,0,11,388076,344,74,1,1,0,23,0,0,23,1,2,2,2,8.0
5.010356532,1,5,8,5,3,0,2,0,5,664007,2,2,13,2853,290492,5212,0,1,23477,18408,3317,3721,481,211,486,252,11,108,108,85,911,264,2509444,213,213,4,132,6,414606,414587,130,17,4,5,12,663695,399501,10,11,226,226,32,32,15,0,5,0,82,865181,390,79,1,3,5,9,1,5,14,1,1,0,2,1.0
5.011460486,1,0,0,0,0,0,0,0,69,263963,513,0,5,2250,135586,4856,0,0,16701,11142,4657,5274,2668,1997,2665,126,5,468,468,338,1647,697,1196364,391,391,7,48,44,149060,149041,213,12,7,8,17,263668,137310,10,13,836,836,32,32,212,0,8,0,10,334606,356,74,1,0,0,274,0,0,274,1,0,0,1,2.0
5.010588378,1,5,8,5,3,0,2,0,15,606585,3,2,14,964,240487,5432,1,1,19059,14917,6627,7027,1277,294,1277,189,11,85,85,72,2552,948,2201718,165,165,11,110,44,404376,404348,104,16,11,13,25,606232,388241,14,18,185,185,23,23,21,0,13,0,69,660998,546,86,3,1,0,26,1,5,31,1,2,2,3,13.0
5.01098884,1,5,8,5,3,0,2,0,6,289467,346,2,14,1980,152032,4036,0,1,15993,10854,1999,2486,2160,2024,2138,0,11,300,300,257,87,5,1327085,223,223,0,47,6,152806,152789,139,18,0,0,4,289303,145183,6,6,942,942,35,35,566,0,0,0,11,402681,330,83,1,3,6,4,1,5,9,1,1,0,2,5.0
5.018593039,1,6,10,6,3,2,2,0,9,579748,4,2,14,1890,232395,4566,2,1,23062,18000,2199,2256,521,17,259,0,11,104,104,79,812,404,2104763,203,203,3,133,16,387174,387162,127,16,3,1,10,579363,372935,7,7,223,223,22,22,20,0,3,0,75,735948,338,76,1,6,5,4,1,6,10,1,3,2,2,14.0
5.167467076,1,9,11,408,2,522,1,2,25,639299,84,53,11,2996,268125,6409,467,1,24818,19487,11471,11666,2402,541,2119,252,9,141,189,153,4862,1660,2387556,277,277,27,137,17,418894,418855,208,15,27,27,53,638909,397953,26,32,410,410,91,91,25,19,28,5,91,706711,584,84,2,0,0,469,5,53,522,1,0,0,1,11.0
5.010452487,1,0,0,0,0,0,0,0,5,616904,3,0,4,2528,256825,5531,0,0,20485,16085,6297,6693,1074,288,1079,126,4,98,98,82,2379,812,2285485,183,183,9,115,44,400384,400360,107,10,9,11,20,616550,382694,11,15,205,205,29,29,27,0,11,0,79,694740,564,68,1,0,0,23,0,0,23,1,0,0,1,9.0
5.010717839,1,10,15,428,5,563,3,0,36,575859,109,56,19,637,221033,6273,494,1,24813,19473,11898,12579,2248,550,2566,441,15,181,245,173,4819,1498,2104203,359,359,28,134,34,401650,401608,273,19,28,31,54,575530,381190,28,37,517,517,82,82,13,16,30,5,117,621958,569,97,3,5,6,511,7,66,577,1,4,3,2,11.0
5.010662806,1,5,7,5,2,0,1,12,11,367848,335,2,10,2151,191695,3850,0,1,16505,11388,4317,4752,2737,2451,2730,126,9,294,294,252,917,270,1659080,211,211,4,46,6,194850,194838,127,14,4,5,13,367539,184981,10,11,1207,1207,36,36,849,0,5,0,11,519582,374,83,1,0,0,10,0,0,10,1,0,0,1,4.0
5.010339465,0,5,8,5,3,0,2,0,22,283157,336,2,13,2031,148728,4101,0,1,16603,11383,6986,7422,3438,2592,3421,252,11,293,293,252,2519,943,1338867,209,209,11,46,44,153698,153679,132,18,11,13,25,282856,142331,14,18,1022,1022,35,35,666,0,13,0,10,375188,351,88,1,3,6,29,1,5,34,1,1,0,2,7.0
5.010467614,1,6,9,6,3,0,2,0,7,599206,3,2,14,403,242183,4511,0,1,23298,18253,3033,3450,459,22,461,0,11,105,105,82,911,264,2188776,207,207,4,133,5,397090,397075,131,18,4,5,12,598834,382386,10,11,220,220,21,21,11,0,5,0,79,766606,384,80,1,6,6,6,1,6,12,1,1,0,2,1.0
5.024692128,1,0,0,0,0,0,0,3,6,585259,4,0,5,504,283888,4924,0,0,22232,17265,1890,2760,392,73,413,0,5,14,14,14,670,298,2318631,23,23,4,130,16,341014,340995,33,12,4,3,8,584727,326778,8,9,43,43,22,22,20,0,3,0,10,778483,240,66,1,0,0,57,0,0,57,1,0,0,1,10.0
5.010752926,1,0,0,0,0,0,0,0,28,276844,339,0,6,2109,146194,3956,0,0,16140,10943,3572,4275,2493,2231,2782,0,5,298,298,250,838,301,1261033,219,219,5,46,33,148228,148215,127,12,4,6,10,276688,139481,9,12,936,936,32,32,570,0,5,0,10,384220,326,72,1,5,5,18,0,0,18,1,1,0,2,5.0
5.013705047,1,0,1,0,1,0,1,4,15,313795,330,0,9,2107,141612,3880,0,0,16510,11243,5148,6053,3129,2246,3208,0,7,290,290,249,1673,709,1358023,207,207,7,46,45,191341,191313,127,13,7,8,17,313531,180608,10,13,1198,1198,37,37,849,0,8,0,11,359133,362,83,1,3,6,22,0,0,22,1,1,0,2,4.0
5.012604557,1,6,8,6,2,0,1,3,14,324605,333,2,11,2279,152242,3741,0,1,16766,11504,7068,7471,3509,2590,3511,189,9,293,293,245,2514,955,1416323,219,219,11,46,44,193430,193412,135,16,11,13,26,324272,181138,14,18,1212,1212,32,32,852,0,13,0,10,426638,356,81,1,0,0,26,0,1,27,1,0,0,1,8.0
5.01457726,1,0,0,0,0,0,0,0,1,580319,3,0,5,456,282574,4397,0,0,22193,17231,1889,2356,382,262,347,189,5,13,13,13,631,274,2283644,23,23,3,130,16,336838,336807,33,11,3,3,8,579437,322677,8,9,42,42,22,22,20,0,3,0,10,782424,235,69,1,0,0,53,0,0,53,1,0,0,1,10.0
5.010342117,1,5,8,5,3,0,2,8,17,339020,331,2,14,2144,167032,3706,0,1,16557,11342,5484,5669,3059,2247,2874,0,11,293,293,244,1625,588,1525693,219,219,7,47,17,191114,191097,137,17,7,7,19,338700,180442,11,12,1203,1203,35,35,847,0,8,0,11,443711,369,94,1,3,6,12,1,5,17,1,1,0,2,8.0
5.010013583,1,0,0,0,0,0,0,0,7,661254,3,0,5,470,290581,5113,0,0,23868,18801,4636,5083,605,91,625,0,5,113,113,87,1624,393,2503993,213,213,6,132,5,413551,413523,128,12,6,8,17,660356,396197,11,13,229,229,28,28,19,0,8,0,84,834969,404,70,1,0,0,13,0,0,13,1,0,0,1,14.0
5.011267031,1,0,0,0,0,6,0,4,107,307228,528,0,4,2508,159281,4750,0,0,17466,11832,6839,7463,2885,2019,2905,378,4,475,475,343,2638,904,1392785,399,399,13,48,45,171365,171332,215,10,13,15,24,306999,156639,11,19,851,851,35,35,228,0,15,0,20,391721,385,75,1,0,0,265,0,0,265,1,0,0,1,3.0
5.010501652,1,9,11,400,2,510,1,0,17,606531,106,53,10,1341,247001,6340,455,1,23077,18037,10808,11315,2337,605,2332,441,9,161,210,156,4777,1679,2264389,319,319,27,127,44,403956,403912,230,16,27,28,52,606169,384766,25,33,448,448,83,83,20,17,28,5,96,645841,523,82,2,0,0,470,5,56,526,1,0,0,1,11.0
5.011658394,1,0,0,0,0,0,0,0,4,276096,341,0,5,768,146275,4295,0,0,16759,11482,3634,4275,2303,2106,2303,0,130,309,309,263,816,148,1284939,233,233,2,49,7,149137,149124,207,12,2,3,7,275978,138998,8,9,1152,1152,33,33,732,0,3,0,21,374962,500,129,1,0,0,6,0,0,6,1,0,0,1,6.0
5.009872129,1,0,4,0,4,0,1,0,2,616841,3,0,16,2902,253928,4923,0,0,23361,18320,3206,3665,448,84,466,0,13,108,108,85,882,255,2251554,211,211,4,131,6,404026,404006,125,14,4,5,12,616020,388907,10,11,228,228,31,31,17,0,5,0,82,785723,369,83,1,3,9,6,0,0,6,1,1,0,2,13.0
5.01027413,1,9,11,427,2,545,1,0,12,642111,95,56,10,2945,275133,6282,490,1,24208,19012,10180,10612,1916,281,1918,126,8,155,201,154,4041,1239,2435555,305,305,24,133,5,412412,412375,218,14,24,25,47,641761,393212,25,31,425,425,88,88,15,18,25,5,92,711774,555,73,1,8,8,489,6,64,553,1,1,0,2,11.0
5.011398689,1,0,0,0,0,0,0,0,10,278017,342,0,6,596,144161,4108,0,0,16249,11107,3981,4661,2500,2107,2507,0,5,298,298,255,936,282,1300234,223,223,4,46,6,151624,151612,129,11,4,6,13,277880,142541,10,11,1038,1038,30,30,664,0,5,0,12,377307,326,73,1,0,0,8,0,0,8,1,0,0,1,6.0
5.011275119,1,0,0,0,0,0,0,0,8,280169,343,0,5,553,148258,4086,0,0,16371,11214,4180,4707,2498,2154,2510,63,5,303,303,256,932,273,1313455,229,229,4,46,6,150337,150319,132,11,4,5,12,280113,141102,10,11,1044,1044,37,37,668,0,5,0,13,390580,336,77,1,0,0,10,0,0,10,1,0,0,1,6.0
5.010924507,1,0,0,0,0,0,0,0,21,275873,343,0,4,2200,145619,4173,0,0,16442,11200,5034,5636,2982,2430,2981,126,4,302,302,256,1648,699,1255737,227,227,7,47,45,148955,148934,133,10,7,9,16,275736,138888,10,13,1046,1046,38,38,673,0,8,0,13,357379,337,69,1,0,0,24,0,0,24,1,0,0,1,6.0
5.011008441,1,0,0,0,0,0,0,0,4,290686,336,0,5,2102,121651,3645,0,0,16191,11009,2239,2761,2289,2225,2300,63,5,296,296,249,46,9,1243626,219,219,0,47,6,186358,186338,131,11,0,0,3,290585,178195,6,6,1202,1202,35,35,839,0,0,0,11,383500,331,74,1,0,0,3,0,0,3,1,0,0,1,8.0
5.011909851,1,0,0,0,0,0,0,0,103,260007,514,0,4,2648,127867,4901,0,0,17056,11461,6769,7211,3887,2328,3821,315,4,469,469,342,3307,1722,1168253,393,393,11,48,45,154343,154320,212,10,11,13,26,259723,140922,14,18,842,842,35,35,217,0,13,0,12,310140,365,72,1,5,5,266,0,0,266,1,1,0,2,8.0
5.010828933,1,0,0,0,0,0,0,0,5,289958,338,0,4,1937,151931,3840,0,0,16154,11031,3848,4414,2613,2199,2595,0,4,294,294,253,926,260,1360119,211,211,4,46,5,154042,154019,121,10,4,5,13,289822,145727,10,11,1021,1021,26,26,660,0,5,0,10,392890,316,67,1,0,0,7,0,0,7,1,0,0,1,7.0
5.010916655,1,0,0,0,0,0,0,0,22,245502,329,0,5,2032,114743,4231,0,0,17060,11750,8364,8877,3591,2401,3612,189,5,295,295,252,3270,1070,1121603,215,215,13,46,44,153250,153208,129,12,13,16,30,245396,139479,15,20,1024,1024,32,32,674,0,16,0,17,288981,350,72,1,0,0,26,0,0,26,1,0,0,1,7.0
5.01105741,1,0,0,0,0,0,0,0,15,261299,343,0,5,1994,133876,4214,0,0,16240,10947,4934,5467,2989,2417,3139,252,4,320,321,277,1817,738,1192503,235,235,8,46,44,146621,146600,134,10,8,9,19,261355,136426,11,14,964,964,29,29,592,7,9,2,31,339831,360,71,1,0,0,23,0,0,23,1,0,0,1,5.0
5.010582206,1,0,0,0,0,0,0,0,2,287310,336,0,5,1839,150852,4028,0,0,16234,11109,4026,4560,2607,2200,2603,0,5,293,293,252,921,269,1361662,209,209,4,47,5,152904,152881,122,12,4,5,13,287180,144210,10,11,1021,1021,33,33,663,0,5,0,10,364301,311,64,1,0,0,8,0,0,8,1,0,0,1,7.0
5.011010242,1,6,8,6,2,8,1,0,60,278664,528,2,10,2305,144714,4892,0,1,17347,11658,6750,7285,2993,1935,3002,0,9,470,470,341,2641,914,1244251,391,391,13,48,44,158009,157976,217,15,13,15,25,278726,143471,11,19,842,842,32,32,225,0,15,0,17,334957,389,93,1,5,5,268,1,6,274,1,1,0,2,2.0
5.010284237,1,9,11,426,2,591,1,0,17,527587,95,55,11,3011,181853,6178,535,1,23987,18794,8125,8540,1521,645,1552,504,9,155,201,154,3174,1010,1820135,305,305,20,134,5,389356,389328,224,16,20,20,38,527299,371895,21,26,424,424,87,87,13,18,20,5,93,552091,581,85,1,0,0,527,5,55,582,1,0,0,1,11.0
5.010720783,1,5,7,5,2,0,1,0,9,284933,339,2,10,1975,150296,4076,0,1,16031,10913,3226,3343,2405,2040,2288,0,8,299,299,249,719,221,1319901,221,221,3,45,5,151603,151584,130,13,3,0,8,284810,143354,8,8,1029,1029,32,32,662,0,4,0,10,402292,325,77,1,0,0,3,0,0,3,1,0,0,1,6.0
5.013191699,1,0,0,0,0,0,0,1,6,613184,15,0,4,512,250937,5136,0,0,23568,18428,5942,6357,1264,484,1275,189,4,107,107,82,2495,945,2247551,209,209,12,131,44,405524,405497,120,10,11,13,26,612767,388156,14,18,235,235,23,23,26,0,13,0,76,739609,358,60,1,0,0,27,0,0,27,1,0,0,1,14.0
5.010597549,1,7,9,7,2,0,1,0,7,648608,2,2,11,2529,278324,6016,0,1,19935,15655,3961,4397,464,85,484,0,9,94,94,77,910,274,2436825,185,185,4,115,7,407453,407436,118,15,4,6,12,648195,392982,10,11,202,202,28,28,18,0,6,0,75,678322,566,76,1,5,5,10,1,7,17,1,1,0,2,9.0
5.011113637,1,5,6,0,1,0,1,2,2,583322,6,1,6,1015,220526,6239,0,1,23735,18675,4662,5144,624,155,639,63,6,115,115,91,1674,399,2051958,217,217,6,132,97,405736,405705,128,12,6,8,17,582994,388739,11,13,231,231,21,21,17,0,8,0,88,588584,586,70,1,0,0,11,0,0,11,1,0,0,1,12.0
5.010643842,1,6,10,6,4,3,3,0,38,306038,505,2,15,2477,151731,4350,2,1,16400,10873,1950,2404,1760,1525,1777,63,13,464,464,334,42,14,1369497,387,387,0,48,5,172474,172464,213,14,0,1,3,305982,163307,6,6,825,825,37,37,207,0,0,0,10,366923,343,83,3,1,0,252,1,6,258,1,2,2,3,3.0
5.010364481,1,0,0,0,0,0,0,0,28,250548,340,0,5,673,129112,4018,0,0,16216,11005,4722,5181,2926,2430,2921,0,5,298,298,252,1644,699,1135244,219,219,7,46,44,139854,139837,127,11,7,8,16,250328,130172,10,13,1033,1033,27,27,669,0,8,0,11,303163,330,75,1,0,0,21,0,0,21,1,0,0,1,6.0
5.010400964,1,0,0,0,0,0,0,0,3,289441,342,0,5,603,152294,3977,0,0,15890,10782,1804,2318,2114,2029,2102,0,5,299,299,253,42,9,1334381,221,221,0,46,5,152262,152247,132,11,0,0,3,289284,145021,6,6,1030,1030,25,25,659,0,0,0,10,399592,317,66,1,0,0,2,0,0,2,1,0,0,1,6.0
5.013362265,1,0,0,0,0,0,0,0,14,278332,336,0,5,2118,147275,4043,0,0,16848,11602,6398,7039,3269,2396,3273,126,5,301,301,259,2465,882,1303405,217,217,9,46,44,152409,152386,130,11,9,11,20,278016,140106,11,15,1029,1029,34,34,669,0,11,0,17,322201,347,77,1,0,0,18,0,0,18,1,0,0,1,7.0
5.009790869,1,0,0,0,0,0,0,0,4,577498,3,0,5,775,226160,4919,0,0,23363,18242,3979,4477,899,471,913,0,5,105,105,81,1629,691,2114484,205,205,7,132,44,393162,393137,124,12,7,8,16,576827,377311,10,13,227,227,29,29,23,0,8,0,78,722535,386,66,1,0,0,22,0,0,22,1,0,0,1,1.0
5.010499995,1,5,7,5,2,0,1,8,76,312899,505,2,11,2424,162484,4462,0,1,16770,11298,3924,4357,2155,1727,2150,126,9,467,467,334,887,272,1430232,393,393,4,48,5,169983,169975,222,15,4,5,12,312685,159234,10,11,827,827,35,35,206,0,5,0,12,427368,373,83,1,5,5,256,1,5,261,1,1,0,2,3.0
5.010622528,1,0,0,0,0,0,0,0,133,259121,512,0,4,2439,131817,5007,0,0,17510,11768,6903,7298,3905,2060,3909,252,4,470,470,343,3362,1759,1167585,391,391,11,50,45,150588,150570,211,10,11,13,26,259074,136617,14,18,846,846,40,40,222,0,13,0,13,318019,368,73,1,0,0,278,0,0,278,1,0,0,1,8.0
5.010184403,1,5,7,5,2,0,1,0,1,587717,2,2,10,1943,222133,4432,0,1,23252,18177,1241,1694,94,8,100,0,9,108,108,85,28,5,2080370,213,213,0,133,6,404005,403992,128,15,0,0,3,587359,390483,6,6,227,227,31,31,14,0,0,0,83,736006,369,71,1,0,0,4,1,5,9,1,0,0,1,1.0
5.020951485,1,0,0,0,0,0,0,0,21,279500,517,0,5,2231,144269,4754,0,0,16589,11059,3173,3403,2351,1797,2061,63,5,474,474,345,861,446,1256507,403,403,3,48,18,154543,154534,219,12,3,2,9,279304,143953,7,7,854,854,38,38,217,0,3,0,14,366073,345,72,1,0,0,250,0,0,250,1,0,0,1,2.0
5.011160152,1,0,0,0,0,0,0,0,8,285910,340,0,5,2022,150384,3991,0,0,15898,10778,1898,2482,2147,2023,2141,0,5,298,298,251,49,9,1310791,219,219,1,46,5,150855,150836,131,11,0,0,4,285770,143313,6,6,933,933,32,32,565,0,0,0,10,408743,326,71,1,0,0,6,0,0,6,1,0,0,1,5.0
5.012598507,1,0,0,0,0,0,0,0,27,268195,344,0,7,2079,134527,4207,0,0,16381,10959,4777,5306,2970,2169,2985,126,112,299,299,256,1664,701,1227953,221,221,8,49,44,152125,152109,188,12,7,8,16,268124,141771,12,15,1048,1048,28,28,651,0,9,0,11,330608,469,118,0,0,0,18,0,0,18,0,0,0,0,5.0
5.014336303,1,0,0,0,0,8,0,0,18,281867,347,0,5,2136,148474,4561,0,0,17273,11880,7177,7661,3395,2480,3395,63,118,304,304,264,2647,913,1338254,223,223,13,48,45,154707,154679,194,12,13,15,24,281702,141783,12,20,1149,1148,39,39,748,0,15,0,20,358780,519,121,1,0,0,26,0,0,26,1,0,0,1,7.0
5.010674789,1,9,11,427,2,546,1,0,21,560832,93,56,10,2969,205747,6054,491,1,24514,19281,9611,10096,1714,464,1724,378,8,159,205,158,3922,1118,2014973,307,307,22,134,5,401488,401451,223,14,22,23,43,560454,381669,22,28,425,425,86,86,17,18,23,5,99,584558,563,78,2,0,0,489,5,56,545,1,0,0,1,11.0
5.013904458,1,5,8,5,3,8,2,0,7,581244,4,2,14,2907,218678,4934,0,1,23885,18736,6031,6336,1224,233,1234,63,11,110,110,82,2592,905,2091728,207,207,13,131,44,407189,407155,131,18,13,12,25,580896,388584,11,19,229,229,29,29,27,0,15,0,79,704084,377,87,1,6,6,23,1,5,28,1,1,0,2,14.0
5.010678809,1,6,8,6,2,0,1,0,7,285980,333,2,11,2062,150833,4006,0,1,16190,10991,5125,5196,2921,2192,2773,0,9,290,290,250,1594,552,1293844,207,207,7,46,16,154223,154206,125,15,7,6,18,285900,144159,11,12,1022,1022,28,28,671,0,8,0,10,375119,348,87,1,0,0,8,0,1,9,1,0,0,1,7.0
5.010415304,1,0,0,0,0,0,0,0,11,643241,2,0,5,2901,275657,6161,0,0,23398,18298,6310,6781,1298,233,1297,126,49,101,101,83,2510,928,2426840,199,199,11,131,135,410923,410900,145,12,11,13,25,642874,393353,15,19,252,252,30,30,38,0,13,0,81,645938,626,83,1,5,5,26,0,0,26,1,1,0,2,12.0
5.014471046,1,7,9,7,2,0,1,0,1,562976,3,2,11,431,262044,4450,0,1,22290,17325,911,1759,134,1,155,0,9,13,13,13,68,65,2188051,21,21,1,130,5,338761,338752,32,16,0,0,1,562651,325453,6,6,36,36,27,27,13,0,0,0,10,751855,217,75,1,0,0,54,0,2,56,1,0,0,1,10.0
5.010080465,1,6,8,6,2,0,1,8,70,324507,508,2,11,2458,168872,4487,0,1,16795,11322,4042,4466,2162,1617,2153,126,9,468,468,337,900,263,1457771,391,391,4,48,5,175700,175687,217,16,4,5,12,324146,164584,10,11,830,830,38,38,207,0,5,0,12,395690,387,81,1,0,0,255,0,1,256,1,0,0,1,3.0
5.016780689,1,5,7,5,2,0,1,0,6,505733,4,2,11,637,214655,4509,0,1,22514,17556,2911,3612,515,16,530,0,9,14,14,14,949,334,1901620,23,23,4,130,5,331289,331265,37,16,4,5,10,505272,316318,10,11,40,40,28,28,14,0,5,0,10,651926,224,77,1,0,0,60,0,0,60,1,0,0,1,10.0
5.010674776,1,0,0,0,0,0,0,0,12,282548,333,0,5,2009,148805,4062,0,0,16228,10964,4765,5423,3041,2191,3046,63,5,291,291,250,1651,701,1336090,209,209,7,47,44,151735,151718,125,11,7,10,16,282438,142462,10,13,1020,1020,27,27,669,0,8,0,10,325129,332,73,1,0,0,19,0,0,19,1,0,0,1,7.0
5.010666653,1,5,7,5,2,8,1,2,5,622120,15,2,12,742,259431,5437,0,1,24084,18840,6241,6581,1222,176,1219,63,159,111,111,85,2584,899,2315298,209,209,13,135,44,407430,407403,214,16,13,12,25,621762,388648,12,20,347,347,30,30,82,0,15,0,82,766677,581,143,1,5,5,18,1,5,23,1,1,0,2,14.0
5.010557973,1,5,7,5,2,0,1,0,34,264945,507,2,11,2341,139289,5009,0,1,17051,11477,6851,7313,3195,1950,3193,315,9,467,467,338,2638,1066,1207305,391,391,11,47,45,147865,147849,217,16,11,13,25,264678,134412,14,18,834,834,37,37,219,0,13,0,13,331965,367,81,1,0,0,274,0,0,274,1,0,0,1,2.0
5.011065817,1,0,0,0,0,0,0,0,5,619134,3,0,5,507,254163,5592,0,0,19851,15502,3433,4218,506,146,725,63,5,94,94,76,909,358,2284800,183,183,5,115,34,401884,401863,109,12,4,6,10,618965,387924,9,12,196,196,23,23,12,0,5,0,73,649993,541,57,1,0,0,14,0,0,14,1,0,0,1,9.0
5.010552367,1,10,15,428,5,541,3,0,33,574673,104,55,19,2574,222990,6410,489,1,24933,19589,13061,13184,2687,493,2717,189,15,181,259,182,5501,1890,2117666,356,356,30,134,44,399951,399902,280,16,30,25,60,574266,378175,29,38,555,555,85,85,22,16,33,5,125,634148,567,93,3,7,9,509,6,65,574,1,4,3,2,11.0
5.010618657,1,0,0,0,0,0,0,0,70,275845,514,0,5,2237,136963,4637,0,0,16772,11282,4015,4429,2362,1676,2396,63,5,472,472,341,1039,377,1183725,399,399,4,48,5,158680,158663,217,12,4,5,12,275543,147619,10,11,844,844,38,38,206,0,5,0,10,305804,345,72,1,0,0,259,0,0,259,1,0,0,1,2.0
5.010738777,1,0,0,0,0,0,0,0,11,643993,3,0,5,2492,275696,5564,0,0,19687,15439,3815,4281,458,84,460,63,5,91,91,75,914,265,2418780,177,177,4,114,6,405059,405037,110,12,4,5,12,643605,390814,10,11,191,191,24,24,13,0,5,0,72,727047,567,70,1,0,0,9,0,0,9,1,0,0,1,13.0
5.011015943,1,0,0,0,0,0,0,0,6,278807,341,0,5,629,147356,4037,0,0,16349,11130,3285,3890,2273,2021,2293,0,5,305,305,259,805,147,1300423,229,229,2,46,6,150027,150019,132,12,2,3,8,278731,140413,7,8,948,948,28,28,576,0,3,0,18,364948,338,73,1,0,0,5,0,0,5,1,0,0,1,5.0
5.010750931,1,9,11,427,2,546,1,0,18,605880,85,57,12,594,247326,6306,491,1,24809,19570,11696,12136,2095,162,2103,63,9,156,209,166,4813,1375,2252784,301,301,26,134,5,406553,406506,225,16,26,28,52,605540,384903,26,33,436,436,83,83,18,18,28,5,111,653352,582,84,1,0,0,492,5,59,551,1,0,0,1,11.0
5.01089832,1,0,0,0,0,0,0,2,8,574993,3,0,5,2378,218034,4821,0,0,22468,17590,6006,6559,1277,169,1283,126,5,101,101,86,2504,939,2069700,197,197,11,126,45,398679,398644,120,12,11,15,26,574532,381833,14,18,218,218,26,26,23,0,13,0,83,701224,366,69,1,0,0,23,0,0,23,1,0,0,1,14.0
5.012112411,1,0,0,0,0,0,0,0,102,259938,508,0,5,2468,124801,4888,0,0,17063,11481,6808,7215,3837,1888,3835,252,5,466,466,336,3273,1693,1178831,389,389,11,48,45,157767,157747,215,12,11,13,26,259914,144258,14,18,831,831,36,36,218,0,14,0,11,326864,377,73,1,0,0,273,0,0,273,1,0,0,1,8.0
5.010529448,1,0,0,0,0,0,0,0,15,313080,509,0,5,2150,163920,4776,0,0,16697,11227,3947,4440,2238,1799,2235,126,5,466,466,336,916,266,1424145,387,387,4,47,5,167919,167899,211,11,4,5,13,312792,156957,10,11,826,826,37,37,205,0,5,0,10,416270,356,76,1,0,0,259,0,0,259,1,0,0,1,2.0
5.010453318,1,5,8,5,3,0,2,0,4,615442,2,2,13,2517,252261,6081,1,1,20079,15732,6862,7348,1287,169,1297,126,11,89,89,77,2534,952,2286869,175,175,11,114,44,402685,402664,109,15,11,13,25,615057,385750,14,18,197,197,30,30,24,0,13,0,74,625630,571,84,3,1,0,27,1,5,32,1,2,2,3,9.0
5.019337549,1,0,0,0,0,0,0,0,17,273481,340,0,5,2089,144816,4098,0,0,16339,11125,4611,4642,2922,2300,2788,63,5,298,298,251,1491,674,1270160,219,219,6,47,44,147773,147758,131,11,6,2,16,273333,137960,9,11,1036,1036,34,34,672,0,8,0,10,372542,344,76,1,0,0,20,0,0,20,1,0,0,1,8.0
5.009825875,1,0,0,0,0,0,0,0,3,670083,2,0,4,2080,293499,6055,0,0,22963,17955,1320,1453,68,7,95,0,4,105,105,82,7,5,2524200,205,205,0,131,97,415420,415413,118,10,0,0,4,669389,402152,6,6,220,220,30,30,15,0,0,0,80,710420,588,61,1,5,5,5,0,0,5,1,1,0,2,12.0
5.011338426,1,0,0,0,0,8,0,10,26,351488,344,0,5,2392,179492,4294,0,0,17157,11825,6731,7502,3222,2414,3506,189,131,296,296,252,1949,625,1593805,217,217,12,49,35,192799,192766,202,12,12,15,23,351373,180743,14,22,1321,1321,40,40,909,0,14,0,14,454996,542,136,1,0,0,18,0,0,18,1,0,0,1,4.0
5.019586124,1,5,7,5,2,0,1,0,1,581750,2,2,10,435,282776,4561,0,1,22228,17276,808,1641,125,1,147,0,8,15,15,15,68,64,2285881,27,27,1,130,6,337494,337485,37,14,0,1,1,581314,324291,6,6,41,41,24,24,14,0,0,0,13,781942,229,73,1,0,0,55,1,5,60,1,0,0,1,10.0
5.010466866,1,5,8,5,3,8,2,0,8,585143,18,2,14,716,231372,5475,1,1,23728,18482,4813,5325,1069,296,1072,189,120,107,107,82,1883,790,2150965,209,209,11,135,45,396595,396573,197,15,11,12,21,584707,379886,11,18,334,332,33,33,81,0,12,0,78,715365,521,134,3,1,0,15,1,5,20,1,2,2,3,14.0
